Nombre;Especie;Género;Familia;Orden
;Madoqua saltiana;Madoqua;Bovidae;ARTIODACTYLA
;Sus salvanius;Sus;Suidae;ARTIODACTYLA
;Liomys salvini;Liomys;Heteromyidae;RODENTIA
;Chiroderma salvini;Chiroderma;Phyllostomidae;CHIROPTERA
;Sundasciurus samarensis;Sundasciurus;Sciuridae;RODENTIA
;Microcebus sambiranensis;Microcebus;Cheirogaleidae;PRIMATES
;Sorex samniticus;Sorex;Soricidae;SORICOMORPHA
;Pteropus samoensis;Pteropus;Pteropodidae;CHIROPTERA
;Sciurus sanborni;Sciurus;Sciuridae;RODENTIA
;Abrothrix sanborni;Abrothrix;Cricetidae;RODENTIA
;Micronycteris sanborni;Micronycteris;Phyllostomidae;CHIROPTERA
;Scotorepens sanborni;Scotorepens;Vespertilionidae;CHIROPTERA
;Nyctimene sanctacrucis;Nyctimene;Pteropodidae;CHIROPTERA
;Akodon sanctipaulensis;Akodon;Cricetidae;RODENTIA
;Mesocapromys sanfelipensis;Mesocapromys;Capromyidae;RODENTIA
Lémur marrón de Sanford;Eulemur sanfordi;Eulemur;Lemuridae;PRIMATES
;Tarsius sangirensis;Tarsius;Tarsiidae;PRIMATES
;Galerella sanguinea;Galerella;Herpestidae;CARNIVORA
;Rattus sanila;Rattus;Muridae;RODENTIA
;Cercocebus sanjei;Cercocebus;Cercopithecidae;PRIMATES
;Microsciurus santanderensis;Microsciurus;Sciuridae;RODENTIA
;Arvicola sapidus;Arvicola;Cricetidae;RODENTIA
Humano;Homo sapiens;Homo;Hominidae;PRIMATES
;Solomys sapientis;Solomys;Muridae;RODENTIA
;Alouatta sara;Alouatta;Atelidae;PRIMATES
;Mops sarasinorum;Mops;Molossidae;CHIROPTERA
;Prolagus sardus;Prolagus;Prolagidae;LAGOMORPHA
;Plecotus sardus;Plecotus;Vespertilionidae;CHIROPTERA
Sakí barbudo negro;Chiropotes satanas;Chiropotes;Pitheciidae;PRIMATES
;Colobus satanas;Colobus;Cercopithecidae;PRIMATES
;Rattus satarae;Rattus;Muridae;RODENTIA
;Callithrix saterei;Callithrix;Cebidae;PRIMATES
;Sorex satunini;Sorex;Soricidae;SORICOMORPHA
;Oryzomys saturatior;Oryzomys;Cricetidae;RODENTIA
;Spermophilus saturatus;Spermophilus;Sciuridae;RODENTIA
;Echimys saturnus;Echimys;Echimyidae;RODENTIA
;Gazella saudiya;Gazella;Bovidae;ARTIODACTYLA
;Otomys saundersiae;Otomys;Muridae;RODENTIA
Murciélago de orejas redondas con cabeza rayada;Tonatia saurophila;Tonatia;Phyllostomidae;CHIROPTERA
;Sorex saussurei;Sorex;Soricidae;SORICOMORPHA
;Bos sauveli;Bos;Bovidae;ARTIODACTYLA
;Amphinectomys savamis;Amphinectomys;Cricetidae;RODENTIA
;Microtus savii;Microtus;Cricetidae;RODENTIA
;Hypsugo savii;Hypsugo;Vespertilionidae;CHIROPTERA
Rata bandicoot de Savile;Bandicota savilei;Bandicota;Muridae;RODENTIA
;Lepus saxatilis;Lepus;Leporidae;LAGOMORPHA
;Mus saxicola;Mus;Muridae;RODENTIA
;Ctenomys scagliai;Ctenomys;Ctenomyidae;RODENTIA
;Monodelphis scalops;Monodelphis;Didelphidae;DIDELPHIMORPHIA
;Pteropus scapulatus;Pteropus;Pteropodidae;CHIROPTERA
;Crateromys schadenbergi;Crateromys;Muridae;RODENTIA
;Pseudois schaeferi;Pseudois;Bovidae;ARTIODACTYLA
;Myosorex schalleri;Myosorex;Soricidae;SORICOMORPHA
;Prometheomys schaposchnikowi;Prometheomys;Cricetidae;RODENTIA
;Myotis schaubi;Myotis;Vespertilionidae;CHIROPTERA
Foca monje de Hawái;Monachus schauinslandi;Monachus;Phocidae;CARNIVORA
;Microtus schelkovnikovi;Microtus;Cricetidae;RODENTIA
;Arvicola scherman;Arvicola;Cricetidae;RODENTIA
;Microtus schidlovskii;Microtus;Cricetidae;RODENTIA
Langur gris de Nepal;Semnopithecus schistaceus;Semnopithecus;Cercopithecidae;PRIMATES
;Myopus schisticolor;Myopus;Cricetidae;RODENTIA
;Pseudochirulus schlegeli;Pseudochirulus;Pseudocheiridae;DIPROTODONTIA
;Nycticeinops schlieffeni;Nycticeinops;Vespertilionidae;CHIROPTERA
;Anourosorex schmidi;Anourosorex;Soricidae;SORICOMORPHA
;Micronycteris schmidtorum;Micronycteris;Phyllostomidae;CHIROPTERA
;Amorphochilus schnablii;Amorphochilus;Furipteridae;CHIROPTERA
;Rucervus schomburgki;Rucervus;Cervidae;ARTIODACTYLA
;Paracrocidura schoutedeni;Paracrocidura;Soricidae;SORICOMORPHA
Murciélago de cueva;Miniopterus schreibersii;Miniopterus;Vespertilionidae;CHIROPTERA
;Lophostoma schulzi;Lophostoma;Phyllostomidae;CHIROPTERA
Mono ardilla;Saimiri sciureus;Saimiri;Cebidae;PRIMATES
;Holochilus sciureus;Holochilus;Cricetidae;RODENTIA
;Chlorotalpa sclateri;Chlorotalpa;Chrysochloridae;AFROSORICIDA
;Cercopithecus sclateri;Cercopithecus;Cercopithecidae;PRIMATES
;Atelerix sclateri;Atelerix;Erinaceidae;ERINACEOMORPHA
;Myosorex sclateri;Myosorex;Soricidae;SORICOMORPHA
;Sorex sclateri;Sorex;Soricidae;SORICOMORPHA
;Dendrolagus scottae;Dendrolagus;Macropodidae;DIPROTODONTIA
;Oryzomys scotti;Oryzomys;Cricetidae;RODENTIA
;Myotis scotti;Myotis;Vespertilionidae;CHIROPTERA
Bushbuck septentrional;Tragelaphus scriptus;Tragelaphus;Bovidae;ARTIODACTYLA
Cerdo;Sus scrofa;Sus;Suidae;ARTIODACTYLA
;Diclidurus scutatus;Diclidurus;Emballonuridae;CHIROPTERA
;Hipposideros scutinares;Hipposideros;Hipposideridae;CHIROPTERA
;Cistugo seabrae;Cistugo;Vespertilionidae;CHIROPTERA
;Lycalopex sechurae;Lycalopex;Canidae;CARNIVORA
;Otomops secundus;Otomops;Molossidae;CHIROPTERA
Murciélago de herradura lanudo menor;Rhinolophus sedulus;Rhinolophus;Rhinolophidae;CHIROPTERA
;Peromyscus sejugis;Peromyscus;Cricetidae;RODENTIA
;Crocidura selina;Crocidura;Soricidae;SORICOMORPHA
;Paracynictis selousi;Paracynictis;Herpestidae;CARNIVORA
;Alticola semicanus;Alticola;Cricetidae;RODENTIA
;Emballonura semicaudata;Emballonura;Emballonuridae;CHIROPTERA
;Lasiurus seminolus;Lasiurus;Vespertilionidae;CHIROPTERA
;Hemicentetes semispinosus;Hemicentetes;Tenrecidae;AFROSORICIDA
;Proechimys semispinosus;Proechimys;Echimyidae;RODENTIA
;Conepatus semistriatus;Conepatus;Mephitidae;CARNIVORA
;Herpestes semitorquatus;Herpestes;Herpestidae;CARNIVORA
;Echimys semivillosus;Echimys;Echimyidae;RODENTIA
;Hipposideros semoni;Hipposideros;Hipposideridae;CHIROPTERA
;Apodemus semotus;Apodemus;Muridae;RODENTIA
;Trichechus senegalensis;Trichechus;Trichechidae;SIRENIA
Gálago menor;Galago senegalensis;Galago;Galagidae;PRIMATES
;Tamias senex;Tamias;Sciuridae;RODENTIA
;Centurio senex;Centurio;Phyllostomidae;CHIROPTERA
;Alouatta seniculus;Alouatta;Atelidae;PRIMATES
;Dasypus septemcinctus;Dasypus;Dasypodidae;CINGULATA
;Amblysomus septentrionalis;Amblysomus;Chrysochloridae;AFROSORICIDA
Lémur saltador de Sahafary;Lepilemur septentrionalis;Lepilemur;Lepilemuridae;PRIMATES
Murciélago orejudo norteño;Myotis septentrionalis;Myotis;Vespertilionidae;CHIROPTERA
;Crocidura serezkyensis;Crocidura;Soricidae;SORICOMORPHA
;Phalanger sericeus;Phalanger;Phalangeridae;DIPROTODONTIA
;Ctenomys sericeus;Ctenomys;Ctenomyidae;RODENTIA
;Emballonura serii;Emballonura;Emballonuridae;CHIROPTERA
;Eptesicus serotinus;Eptesicus;Vespertilionidae;CHIROPTERA
;Akodon serrensis;Akodon;Cricetidae;RODENTIA
;Leptailurus serval;Leptailurus;Felidae;CARNIVORA
;Genetta servalina;Genetta;Viverridae;CARNIVORA
;Eozapus setchuanus;Eozapus;Dipodidae;RODENTIA
;Platymops setiger;Platymops;Molossidae;CHIROPTERA
;Setifer setosus;Setifer;Tenrecidae;AFROSORICIDA
;Petinomys setosus;Petinomys;Sciuridae;RODENTIA
;Trinomys setosus;Trinomys;Echimyidae;RODENTIA
;Mus setulosus;Mus;Muridae;RODENTIA
;Myomimus setzeri;Myomimus;Gliridae;RODENTIA
;Gerbillurus setzeri;Gerbillurus;Muridae;RODENTIA
;Mus setzeri;Mus;Muridae;RODENTIA
;Oryzomys seuanezi;Oryzomys;Cricetidae;RODENTIA
;Acomys seurati;Acomys;Muridae;RODENTIA
;Allactaga severtzovi;Allactaga;Dipodidae;RODENTIA
;Sicista severtzovi;Sicista;Dipodidae;RODENTIA
;Abeomelomys sevia;Abeomelomys;Muridae;RODENTIA
Armadillo amarillo;Euphractus sexcinctus;Euphractus;Dasypodidae;CINGULATA
;Pteropus seychellensis;Pteropus;Pteropodidae;CHIROPTERA
;Coleura seychellensis;Coleura;Emballonuridae;CHIROPTERA
;Erophylla sezekorni;Erophylla;Phyllostomidae;CHIROPTERA
;Rhinolophus shameli;Rhinolophus;Rhinolophidae;CHIROPTERA
;Myodes shanseius;Myodes;Cricetidae;RODENTIA
;Crocidura shantungensis;Crocidura;Soricidae;SORICOMORPHA
;Petrogale sharmani;Petrogale;Macropodidae;DIPROTODONTIA
;Raphicerus sharpei;Raphicerus;Bovidae;ARTIODACTYLA
;Meriones shawi;Meriones;Muridae;RODENTIA
;Hydromys shawmayeri;Hydromys;Muridae;RODENTIA
;Tasmacetus shepherdi;Tasmacetus;Ziphiidae;CETACEA
Topillo shergylaensis;Neodon shergylaensis;Neodon;Cricetidae;RODENTIA
;Sorex shinto;Sorex;Soricidae;SORICOMORPHA
;Microcavia shiptoni;Microcavia;Caviidae;RODENTIA
;Abrocoma shistacea;Abrocoma;Abrocomidae;RODENTIA
;Pygeretmus shitkovi;Pygeretmus;Dipodidae;RODENTIA
;Trachypithecus shortridgei;Trachypithecus;Cercopithecidae;PRIMATES
;Petromyscus shortridgei;Petromyscus;Nesomyidae;RODENTIA
;Mastomys shortridgei;Mastomys;Muridae;RODENTIA
;Mus shortridgei;Mus;Muridae;RODENTIA
;Pseudomys shortridgei;Pseudomys;Muridae;RODENTIA
;Thallomys shortridgei;Thallomys;Muridae;RODENTIA
;Rhinolophus shortridgei;Rhinolophus;Rhinolophidae;CHIROPTERA
;Chaerephon shortridgei;Chaerephon;Molossidae;CHIROPTERA
;Miniopterus shortridgei;Miniopterus;Vespertilionidae;CHIROPTERA
;Presbytis siamensis;Presbytis;Cercopithecidae;PRIMATES
;Rhinolophus siamensis;Rhinolophus;Rhinolophidae;CHIROPTERA
;Akodon siberiae;Akodon;Cricetidae;RODENTIA
Macaco de Siberut;Macaca siberu;Macaca;Cercopithecidae;PRIMATES
;Marmota sibirica;Marmota;Sciuridae;RODENTIA
Jerbo de Siberia;Allactaga sibirica;Allactaga;Dipodidae;RODENTIA
;Crocidura sibirica;Crocidura;Soricidae;SORICOMORPHA
Nerpa;Pusa sibirica;Pusa;Phocidae;CARNIVORA
;Mustela sibirica;Mustela;Mustelidae;CARNIVORA
Íbice siberiano;Capra sibirica;Capra;Bovidae;ARTIODACTYLA
Ardilla de Siberia;Tamias sibiricus;Tamias;Sciuridae;RODENTIA
;Lemmus sibiricus;Lemmus;Cricetidae;RODENTIA
;Cheirogaleus sibreei;Cheirogaleus;Cheirogaleidae;PRIMATES
;Limnomys sibuanus;Limnomys;Muridae;RODENTIA
;Myotis sicarius;Myotis;Vespertilionidae;CHIROPTERA
;Chaetocauda sichuanensis;Chaetocauda;Gliridae;RODENTIA
;Crocidura sicula;Crocidura;Soricidae;SORICOMORPHA
;Uromys siebersi;Uromys;Muridae;RODENTIA
;Leptomys signatus;Leptomys;Muridae;RODENTIA
;Lophuromys sikapusi;Lophuromys;Muridae;RODENTIA
Gibón de mejillas blancas del sur;Nomascus siki;Nomascus;Hylobatidae;PRIMATES
;Neodon sikimensis;Neodon;Cricetidae;RODENTIA
;Crocidura silacea;Crocidura;Soricidae;SORICOMORPHA
;Chrotomys silaceus;Chrotomys;Muridae;RODENTIA
Sileno;Macaca silenus;Macaca;Cercopithecidae;PRIMATES
;Myotis siligorensis;Myotis;Vespertilionidae;CHIROPTERA
;Aethomys silindensis;Aethomys;Muridae;RODENTIA
;Murina silvatica;Murina;Vespertilionidae;CHIROPTERA
;Thomasomys silvestris;Thomasomys;Cricetidae;RODENTIA
;Rhinolophus silvestris;Rhinolophus;Rhinolophidae;CHIROPTERA
;Felis silvestris;Felis;Felidae;CARNIVORA
;Lophostoma silvicolum;Lophostoma;Phyllostomidae;CHIROPTERA
;Cephalophus silvicultor;Cephalophus;Bovidae;ARTIODACTYLA
Cachalote enano;Kogia sima;Kogia;Physeteridae;CETACEA
;Rattus simalurensis;Rattus;Muridae;RODENTIA
;Canis simensis;Canis;Canidae;CARNIVORA
;Nesiotites similis;Nesiotites;Soricidae;SORICOMORPHA
;Dipodillus simoni;Dipodillus;Muridae;RODENTIA
;Proechimys simonsi;Proechimys;Echimyidae;RODENTIA
;Pseudoryzomys simplex;Pseudoryzomys;Cricetidae;RODENTIA
;Dipodomys simulans;Dipodomys;Heteromyidae;RODENTIA
;Akodon simulator;Akodon;Cricetidae;RODENTIA
;Rhinolophus simulator;Rhinolophus;Rhinolophidae;CHIROPTERA
;Habromys simulatus;Habromys;Cricetidae;RODENTIA
;Peromyscus simulus;Peromyscus;Cricetidae;RODENTIA
;Ceratotherium simum;Ceratotherium;Rhinocerotidae;PERISSODACTYLA
Lémur grande del bambú;Prolemur simus;Prolemur;Lemuridae;PRIMATES
;Glyphotes simus;Glyphotes;Sciuridae;RODENTIA
;Myotis simus;Myotis;Vespertilionidae;CHIROPTERA
;Sorex sinalis;Sorex;Soricidae;SORICOMORPHA
;Molossus sinaloae;Molossus;Molossidae;CHIROPTERA
;Rhizomys sinensis;Rhizomys;Spalacidae;RODENTIA
;Lepus sinensis;Lepus;Leporidae;LAGOMORPHA
;Neotetracus sinensis;Neotetracus;Erinaceidae;ERINACEOMORPHA
;Vespertilio sinensis;Vespertilio;Vespertilionidae;CHIROPTERA
;Macaca sinica;Macaca;Cercopithecidae;PRIMATES
Murciélago de herradura rufo chino;Rhinolophus sinicus;Rhinolophus;Rhinolophidae;CHIROPTERA
;Isothrix sinnamariensis;Isothrix;Echimyidae;RODENTIA
Vaquita marina;Phocoena sinus;Phocoena;Phocoenidae;CETACEA
;Hylopetes sipora;Hylopetes;Sciuridae;RODENTIA
;Iomys sipora;Iomys;Sciuridae;RODENTIA
;Leopoldamys siporanus;Leopoldamys;Muridae;RODENTIA
;Tamias siskiyou;Tamias;Sciuridae;RODENTIA
;Peromyscus slevini;Peromyscus;Cricetidae;RODENTIA
;Myotomys sloggetti;Myotomys;Muridae;RODENTIA
;Eospalax smithii;Eospalax;Spalacidae;RODENTIA
;Myodes smithii;Myodes;Cricetidae;RODENTIA
;Crocidura smithii;Crocidura;Soricidae;SORICOMORPHA
;Chodsigoa smithii;Chodsigoa;Soricidae;SORICOMORPHA
;Kerivoula smithii;Kerivoula;Vespertilionidae;CHIROPTERA
;Herpestes smithii;Herpestes;Herpestidae;CARNIVORA
Murciélago frugívoro de lengua larga;Macroglossus sobrinus;Macroglossus;Pteropodidae;CHIROPTERA
Tuco tuco social;Ctenomys sociabilis;Ctenomys;Ctenomyidae;RODENTIA
;Microtus socialis;Microtus;Cricetidae;RODENTIA
;Arielulus societatis;Arielulus;Vespertilionidae;CHIROPTERA
;Chodsigoa sodalis;Chodsigoa;Soricidae;SORICOMORPHA
;Myotis sodalis;Myotis;Vespertilionidae;CHIROPTERA
;Kadarsanomys sodyi;Kadarsanomys;Muridae;RODENTIA
;Nanger soemmerringii;Nanger;Bovidae;ARTIODACTYLA
;Cricetulus sokolovi;Cricetulus;Cricetidae;RODENTIA
ercopiteco de Gabón;Cercopithecus solatus;Cercopithecus;Cercopithecidae;PRIMATES
;Chaerephon solomonis;Chaerephon;Molossidae;CHIROPTERA
;Crocidura somalica;Crocidura;Soricidae;SORICOMORPHA
;Dipodillus somalicus;Dipodillus;Muridae;RODENTIA
;Neoromicia somalicus;Neoromicia;Vespertilionidae;CHIROPTERA
;Scutisorex somereni;Scutisorex;Soricidae;SORICOMORPHA
;Rhinoceros sondaicus;Rhinoceros;Rhinocerotidae;PERISSODACTYLA
;Tamias sonomae;Tamias;Sciuridae;RODENTIA
;Sorex sonomae;Sorex;Soricidae;SORICOMORPHA
;Rattus sordidus;Rattus;Muridae;RODENTIA
;Mus sorella;Mus;Muridae;RODENTIA
;Calomys sorellus;Calomys;Cricetidae;RODENTIA
;Hipposideros sorenseni;Hipposideros;Hipposideridae;CHIROPTERA
;Monodelphis sorex;Monodelphis;Didelphidae;DIDELPHIMORPHIA
;Glossophaga soricina;Glossophaga;Phyllostomidae;CHIROPTERA
;Brucepattersonius soricinus;Brucepattersonius;Cricetidae;RODENTIA
;Uropsilus soricipes;Uropsilus;Talpidae;SORICOMORPHA
;Microgale soricoides;Microgale;Tenrecidae;AFROSORICIDA
Musaraña-rata de Monte Data;Rhynchomys soricoides;Rhynchomys;Muridae;RODENTIA
;Carollia sowelli;Carollia;Phyllostomidae;CHIROPTERA
;Sciurus spadiceus;Sciurus;Sciuridae;RODENTIA
;Hylopetes spadiceus;Hylopetes;Sciuridae;RODENTIA
;Dyacopterus spadiceus;Dyacopterus;Pteropodidae;CHIROPTERA
;Dendrolagus spadix;Dendrolagus;Macropodidae;DIPROTODONTIA
;Cephalophus spadix;Cephalophus;Bovidae;ARTIODACTYLA
;Tachyoryctes spalacinus;Tachyoryctes;Spalacidae;RODENTIA
;Dasyurus spartacus;Dasyurus;Dasyuridae;DASYUROMORPHIA
Falso vampiro menor;Megaderma spasma;Megaderma;Megadermatidae;CHIROPTERA
;Melomys spechti;Melomys;Muridae;RODENTIA
;Tamias speciosus;Tamias;Sciuridae;RODENTIA
;Oecomys speciosus;Oecomys;Cricetidae;RODENTIA
Ratón Japonés grande de campo;Apodemus speciosus;Apodemus;Muridae;RODENTIA
;Pteropus speciosus;Pteropus;Pteropodidae;CHIROPTERA
Rata canguro de cola de estandarte;Dipodomys spectabilis;Dipodomys;Heteromyidae;RODENTIA
;Liomys spectabilis;Liomys;Heteromyidae;RODENTIA
;Reithrodontomys spectabilis;Reithrodontomys;Cricetidae;RODENTIA
;Vampyrum spectrum;Vampyrum;Phyllostomidae;CHIROPTERA
;Akodon spegazzinii;Akodon;Cricetidae;RODENTIA
;Pectinator spekei;Pectinator;Ctenodactylidae;RODENTIA
;Gazella spekei;Gazella;Bovidae;ARTIODACTYLA
Sitatunga;Tragelaphus spekii;Tragelaphus;Bovidae;ARTIODACTYLA
Murciélago néctar de cueva;Eonycteris spelaea;Eonycteris;Pteropodidae;CHIROPTERA
;Hipposideros speoris;Hipposideros;Hipposideridae;CHIROPTERA
Mandril;Mandrillus sphinx;Mandrillus;Cercopithecidae;PRIMATES
Murciélago;Cynopterus sphinx;Cynopterus;Pteropodidae;CHIROPTERA
;Peromyscus spicilegus;Peromyscus;Cricetidae;RODENTIA
Ratón de las estepas;Mus spicilegus;Mus;Muridae;RODENTIA
;Spermophilus spilosoma;Spermophilus;Sciuridae;RODENTIA
;Rousettus spinalatus;Rousettus;Pteropodidae;CHIROPTERA
;Chaetodipus spinatus;Chaetodipus;Heteromyidae;RODENTIA
;Phocoena spinipinnis;Phocoena;Phocoenidae;CETACEA
;Acomys spinosissimus;Acomys;Muridae;RODENTIA
;Neacomys spinosus;Neacomys;Cricetidae;RODENTIA
;Sphiggurus spinosus;Sphiggurus;Erethizontidae;RODENTIA
;Euryzygomatomys spinosus;Euryzygomatomys;Echimyidae;RODENTIA
;Galea spixii;Galea;Caviidae;RODENTIA
;Tachyoryctes splendens;Tachyoryctes;Spalacidae;RODENTIA
;Tupaia splendidula;Tupaia;Tupaiidae;SCANDENTIA
;Thylamys sponsorius;Thylamys;Didelphidae;DIDELPHIMORPHIA
Ratón moruno;Mus spretus;Mus;Muridae;RODENTIA
;Solomys spriggsarum;Solomys;Muridae;RODENTIA
;Lionycteris spurrelli;Lionycteris;Phyllostomidae;CHIROPTERA
;Mops spurrelli;Mops;Molossidae;CHIROPTERA
;Wyulda squamicaudata;Wyulda;Phalangeridae;DIPROTODONTIA
;Nectomys squamipes;Nectomys;Cricetidae;RODENTIA
;Anourosorex squamipes;Anourosorex;Soricidae;SORICOMORPHA
;Cryptotis squamipes;Cryptotis;Soricidae;SORICOMORPHA
;Myotis stalkeri;Myotis;Vespertilionidae;CHIROPTERA
;Protoxerus stangeri;Protoxerus;Sciuridae;RODENTIA
;Talpa stankovici;Talpa;Talpidae;SORICOMORPHA
;Aethomys stannarius;Aethomys;Muridae;RODENTIA
;Lepus starcki;Lepus;Leporidae;LAGOMORPHA
;Proechimys steerei;Proechimys;Echimyidae;RODENTIA
;Sundasciurus steerii;Sundasciurus;Sciuridae;RODENTIA
;Ctenomys steinbachi;Ctenomys;Ctenomyidae;RODENTIA
;Paramelomys steini;Paramelomys;Muridae;RODENTIA
;Rattus steini;Rattus;Muridae;RODENTIA
Zifio de Stejneger;Mesoplodon stejnegeri;Mesoplodon;Ziphiidae;CETACEA
;Hylomyscus stella;Hylomyscus;Muridae;RODENTIA
;Dendrolagus stellarum;Dendrolagus;Macropodidae;DIPROTODONTIA
;Crocidura stenocephala;Crocidura;Soricidae;SORICOMORPHA
;Phylloderma stenops;Phylloderma;Phyllostomidae;CHIROPTERA
;Pipistrellus stenopterus;Pipistrellus;Vespertilionidae;CHIROPTERA
;Hipposideros stenotis;Hipposideros;Hipposideridae;CHIROPTERA
;Peromyscus stephani;Peromyscus;Cricetidae;RODENTIA
;Callicebus stephennashi;Callicebus;Pitheciidae;PRIMATES
Rata canguro de Stephens;Dipodomys stephensi;Dipodomys;Heteromyidae;RODENTIA
;Neotoma stephensi;Neotoma;Cricetidae;RODENTIA
;Rhinolophus stheno;Rhinolophus;Rhinolophidae;CHIROPTERA
;Thylogale stigmatica;Thylogale;Macropodidae;DIPROTODONTIA
;Dipodillus stigmonyx;Dipodillus;Muridae;RODENTIA
;Mesomys stimulax;Mesomys;Echimyidae;RODENTIA
;Peromyscus stirtoni;Peromyscus;Cricetidae;RODENTIA
;Sorex stizodon;Sorex;Soricidae;SORICOMORPHA
;Rattus stoicus;Rattus;Muridae;RODENTIA
;Alticola stoliczkanus;Alticola;Cricetidae;RODENTIA
;Suncus stoliczkanus;Suncus;Soricidae;SORICOMORPHA
Murciélago tridente de Stoliczka;Aselliscus stoliczkanus;Aselliscus;Hipposideridae;CHIROPTERA
;Ichthyomys stolzmanni;Ichthyomys;Cricetidae;RODENTIA
;Tachyoryctes storeyi;Tachyoryctes;Spalacidae;RODENTIA
Ardilla de nuca blanca;Sciurus stramineus;Sciurus;Sciuridae;RODENTIA
;Oligoryzomys stramineus;Oligoryzomys;Cricetidae;RODENTIA
;Natalus stramineus;Natalus;Natalidae;CHIROPTERA
;Sicista strandi;Sicista;Dipodidae;RODENTIA
;Alticola strelzowi;Alticola;Cricetidae;RODENTIA
Kudú mayor;Tragelaphus strepsiceros;Tragelaphus;Bovidae;ARTIODACTYLA
;Tamias striatus;Tamias;Sciuridae;RODENTIA
;Lemniscomys striatus;Lemniscomys;Muridae;RODENTIA
;Ictonyx striatus;Ictonyx;Mustelidae;CARNIVORA
;Mustela strigidorsa;Mustela;Mustelidae;CARNIVORA
Mono sin nariz de Birmania;Rhinopithecus strykeri;Rhinopithecus;Cercopithecidae;PRIMATES
Ardilla de nuca blanca;Antechinus stuartii;Antechinus;Dasyuridae;DASYUROMORPHIA
;Chrysochloris stuhlmanni;Chrysochloris;Chrysochloridae;AFROSORICIDA
;Pipistrellus sturdeei;Pipistrellus;Vespertilionidae;CHIROPTERA
;Chimarrogale styani;Chimarrogale;Soricidae;SORICOMORPHA
;Dasymys sua;Dasymys;Muridae;RODENTIA
;Crocidura suaveolens;Crocidura;Soricidae;SORICOMORPHA
;Rhinolophus subbadius;Rhinolophus;Rhinolophidae;CHIROPTERA
;Oryzomys subflavus;Oryzomys;Cricetidae;RODENTIA
;Pipistrellus subflavus;Pipistrellus;Vespertilionidae;CHIROPTERA
;Akodon subfuscus;Akodon;Cricetidae;RODENTIA
Gacela persa;Gazella subgutturosa;Gazella;Bovidae;ARTIODACTYLA
;Auliscomys sublimis;Auliscomys;Cricetidae;RODENTIA
;Funambulus sublineatus;Funambulus;Sciuridae;RODENTIA
;Delomys sublineatus;Delomys;Cricetidae;RODENTIA
;Nesophontes submicrus;Nesophontes;Nesophontidae;SORICOMORPHA
;Pteropus subniger;Pteropus;Pteropodidae;CHIROPTERA
;Mustela subpalmata;Mustela;Mustelidae;CARNIVORA
;Carollia subrufa;Carollia;Phyllostomidae;CHIROPTERA
;Rhinolophus subrufus;Rhinolophus;Rhinolophidae;CHIROPTERA
;Acomys subspinosus;Acomys;Muridae;RODENTIA
;Chaetomys subspinosus;Chaetomys;Erethizontidae;RODENTIA
;Funisciurus substriatus;Funisciurus;Sciuridae;RODENTIA
;Microtus subterraneus;Microtus;Cricetidae;RODENTIA
;Sicista subtilis;Sicista;Dipodidae;RODENTIA
;Antechinus subtropicus;Antechinus;Dasyuridae;DASYUROMORPHIA
;Murina suilla;Murina;Vespertilionidae;CHIROPTERA
Rata topo de las dunas del Cabo;Bathyergus suillus;Bathyergus;Bathyergidae;RODENTIA
Gimnuro de cola corta;Hylomys suillus;Hylomys;Erinaceidae;ERINACEOMORPHA
;Carterodon sulcidens;Carterodon;Echimyidae;RODENTIA
;Hystrix sumatrae;Hystrix;Hystricidae;RODENTIA
Serau común;Capricornis sumatraensis;Capricornis;Bovidae;ARTIODACTYLA
;Chimarrogale sumatrana;Chimarrogale;Soricidae;SORICOMORPHA
;Lutra sumatrana;Lutra;Mustelidae;CARNIVORA
;Rhizomys sumatrensis;Rhizomys;Spalacidae;RODENTIA
;Dicerorhinus sumatrensis;Dicerorhinus;Rhinocerotidae;PERISSODACTYLA
;Hipposideros sumbae;Hipposideros;Hipposideridae;CHIROPTERA
;Reithrodontomys sumichrasti;Reithrodontomys;Cricetidae;RODENTIA
;Nyctomys sumichrasti;Nyctomys;Cricetidae;RODENTIA
Cacomixtle tropical;Bassariscus sumichrasti;Bassariscus;Procyonidae;CARNIVORA
;Crunomys suncoides;Crunomys;Muridae;RODENTIA
;Ruwenzorisorex suncoides;Ruwenzorisorex;Soricidae;SORICOMORPHA
;Stylodipus sungorus;Stylodipus;Dipodidae;RODENTIA
Hámster ruso;Phodopus sungorus;Phodopus;Cricetidae;RODENTIA
;Oecomys superans;Oecomys;Cricetidae;RODENTIA
;Glauconycteris superba;Glauconycteris;Vespertilionidae;CHIROPTERA
;Nesophontes superstes;Nesophontes;Nesophontidae;SORICOMORPHA
;Damaliscus superstes;Damaliscus;Bovidae;ARTIODACTYLA
;Pedetes surdaster;Pedetes;Pedetidae;RODENTIA
Rata de bosque africana;Grammomys surdaster;Grammomys;Muridae;RODENTIA
;Graphiurus surdus;Graphiurus;Gliridae;RODENTIA
;Akodon surdus;Akodon;Cricetidae;RODENTIA
Suricata;Suricata suricatta;Suricata;Herpestidae;CARNIVORA
Rata espinosa roja;Maxomys surifer;Maxomys;Muridae;RODENTIA
;Crocidura susiana;Crocidura;Soricidae;SORICOMORPHA
;Spermophilus suslicus;Spermophilus;Sciuridae;RODENTIA
;Antechinus swainsonii;Antechinus;Dasyuridae;DASYUROMORPHIA
;Nesoryzomys swarthi;Nesoryzomys;Cricetidae;RODENTIA
